1000.,9.61795389491838,7.062211356807508,5.562157004221234
1584.893192461114,9.448662316151005,6.968785431809286,5.503385758940644
2511.88643150958,9.285029389329903,6.877736215999784,5.445817988554694
3981.0717055349733,9.126782223326368,6.788975671168645,5.389417602791824
6309.57344480193,8.973664914293222,6.702420000229266,5.33414992559436
10000.,8.825437260975121,6.617989397390428,5.279981627075784
15848.93192461114,8.681873593637034,6.5356078156373885,5.226880659342902
25118.864315095823,8.54276170516398,6.455202750149113,5.174816195930677
39810.71705534969,8.40790187417393,6.376705036400509,5.123758574615973
63095.7344480193,8.277105971114919,6.300048661809038,5.073679243393584
100000.,8.15019663930812,6.225170589884452,5.024550709413489
158489.3192461114,8.027006543769746,6.152010595930487,4.9763464906927615
251188.6431509582,7.90737768141139,6.080511113428605,4.92904107042873
398107.1705534969,7.7911607468950415,6.010617090307469,4.882609853752277
630957.3444801943,7.6782145490164675,5.942275854368705,4.837029126771362
1.e6,7.568405473019448,5.875436987199892,4.792276017765264
