1000.,1.980063487812751,1.459979641231179,1.1527820454096642
1584.893192461114,3.08378680104583,2.283656431749973,1.807912846645733
2511.88643150958,4.804091409529277,3.57260625268976,2.8356549372491413
3981.0717055349733,7.486109257670841,5.589954765062693,4.448094386252504
6309.57344480193,11.668512595731466,8.747794525425387,6.978120602388581
10000.,18.19222788303548,13.691607396146926,10.948282099609166
15848.93192461114,28.370310013238008,21.43257643588356,17.178914116240307
25118.864315095823,44.253433706601996,33.55497746557153,26.957950493206248
39810.71705534969,69.04489719563725,52.54129134004888,42.307630413531996
63095.7344480193,107.74945097280421,82.28191574692457,66.4034210433328
100000.,168.18787002504922,128.8743810596488,104.23207985490487
158489.3192461114,262.5837049887363,201.87663760115865,163.62544627062897
251188.6431509582,410.0453057064557,316.27260239171585,256.88461084818056
398107.1705534969,640.448867134605,495.5550734391818,403.33180114735427
630957.3444801943,1000.5142798843967,776.5617039840253,633.3201792570981
1.e6,1563.3135425381681,1217.0616537314456,994.5349125391051
